
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
1,Brenden Aaronson,us USA,MF,Leeds United,22-016,2000,12.2,301,408,73.8,3959,1164,165,203,81.3,81,105,77.1,15,39,38.5,1,2.5,1.4,-1.5,25,23,7,2,27,Matches,5bc43860
2,Che Adams,sct SCO,FW,Southampton,26-117,1996,10.8,156,232,67.2,2382,418,92,124,74.2,36,55,65.5,18,20,90.0,1,1.5,1.0,-0.5,15,8,5,2,9,Matches,f2bf1b0f
3,Tyler Adams,us USA,MF,Leeds United,23-266,1999,12.0,558,683,81.7,8563,2680,297,339,87.6,211,251,84.1,28,52,53.8,0,0.9,0.7,-0.9,15,52,7,0,53,Matches,2b09d998
4,Tosin Adarabioyo,eng ENG,DF,Fulham,25-044,1997,10.0,389,488,79.7,7888,2907,100,115,87.0,253,287,88.2,32,73,43.8,0,0.0,0.1,0.0,1,22,2,0,28,Matches,c81d773d
5,Rayan Aït Nouri,fr FRA,DF,Wolves,21-154,2001,7.4,303,367,82.6,4848,1729,168,188,89.4,112,132,84.8,18,23,78.3,0,0.8,0.7,-0.8,6,21,12,5,25,Matches,9b398aea
6,Kristoffer Ajer,no NOR,DF,Brentford,24-204,1998,5.6,185,245,75.5,3201,1388,95,112,84.8,75,92,81.5,14,30,46.7,0,0.0,0.1,0.0,0,15,0,0,13,Matches,a8c0acb7
7,Manuel Akanji,ch SUI,DF,Manchester City,27-111,1995,6.8,514,542,94.8,8604,2559,244,250,97.6,237,246,96.3,27,36,75.0,0,0.0,0.1,0.0,0,36,0,0,23,Matches,89ac64a6
8,Nathan Aké,nl NED,DF,Manchester City,27-262,1995,6.3,574,617,93.0,9708,3852,250,265,94.3,291,304,95.7,26,35,74.3,0,0.1,0.3,-0.1,2,44,0,0,23,Matches,eaeca114
9,Marc Albrighton,eng ENG,MF,Leicester City,32-354,1989,0.3,13,20,65.0,150,40,10,15,66.7,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,b827d5b3
10,Thiago Alcántara,es ESP,MF,Liverpool,31-210,1991,6.2,395,463,85.3,6916,2161,190,210,90.5,134,150,89.3,54,69,78.3,0,0.6,0.6,-0.6,9,51,6,0,40,Matches,77e84962
11,Trent Alexander-Arnold,eng ENG,DF,Liverpool,24-031,1998,10.0,653,907,72.0,12988,5357,288,324,88.9,241,319,75.5,116,230,50.4,0,2.0,2.2,-2.0,24,74,33,10,72,Matches,cd1acf9d
12,Alisson,br BRA,GK,Liverpool,30-036,1992,13.0,400,475,84.2,9648,6245,96,96,100.0,191,196,97.4,111,179,62.0,1,0.3,0.0,+0.7,1,6,0,0,1,Matches,7a2e46a8
13,Dele Alli,eng ENG,MF,Everton,26-210,1996,0.4,12,15,80.0,123,10,6,8,75.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches,cea4ee8f
14,Miguel Almirón,py PAR,FW,Newcastle Utd,28-270,1994,12.9,362,440,82.3,4914,1228,229,252,90.9,103,129,79.8,14,21,66.7,0,0.8,1.2,-0.8,10,22,17,2,37,Matches,862a1c15
15,Julián Álvarez,ar ARG,FWMF,Manchester City,22-280,2000,4.0,97,115,84.3,1293,189,61,65,93.8,21,27,77.8,6,8,75.0,0,0.4,0.3,-0.4,4,8,3,1,7,Matches,15ab5a2b
16,Daniel Amartey,gh GHA,DF,Leicester City,27-321,1994,9.2,535,588,91.0,9377,3373,232,247,93.9,255,271,94.1,40,57,70.2,0,0.5,0.4,-0.5,4,39,1,0,29,Matches,1a4ef233
17,Joachim Andersen,dk DEN,DF,Crystal Palace,26-160,1996,12.0,593,739,80.2,14219,5495,129,143,90.2,343,371,92.5,116,205,56.6,0,0.4,0.2,-0.4,4,44,3,0,25,Matches,e34fc66d
18,Elliot Anderson,sct SCO,FWMF,Newcastle Utd,20-001,2002,1.1,36,50,72.0,577,214,19,23,82.6,14,18,77.8,2,2,100.0,0,0.5,0.6,-0.5,3,6,1,0,3,Matches,de31038e
19,Jaidon Anthony,eng ENG,MFDF,Bournemouth,22-341,1999,2.8,60,88,68.2,924,199,34,40,85.0,11,21,52.4,9,11,81.8,0,0.1,0.1,-0.1,1,5,3,0,6,Matches,e4238fb1
20,Michail Antonio,jm JAM,FW,West Ham,32-224,1990,6.7,63,119,52.9,917,182,36,55,65.5,22,43,51.2,3,12,25.0,1,0.4,0.2,+0.6,7,7,4,1,6,Matches,ac05f970
21,Antony,br BRA,MF,Manchester Utd,22-256,2000,5.5,177,222,79.7,2280,413,130,148,87.8,37,50,74.0,6,13,46.2,0,0.4,0.5,-0.4,7,9,4,0,8,Matches,99127249
22,Cameron Archer,eng ENG,MF,Aston Villa,20-333,2001,0.5,7,11,63.6,89,39,5,5,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches,05e8ca6d
23,Alphonse Areola,fr FRA,GK,West Ham,29-253,1993,1.2,29,42,69.0,852,696,9,9,100.0,10,10,100.0,10,22,45.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches,2f965a72
24,Joe Aribo,ng NGA,MFFW,Southampton,26-109,1996,10.4,224,307,73.0,2852,753,149,191,78.0,52,70,74.3,8,10,80.0,0,0.8,0.4,-0.8,9,18,9,0,21,Matches,328f7d51
25,Adam Armstrong,eng ENG,FWMF,Southampton,25-270,1997,9.0,154,208,74.0,2353,461,82,97,84.5,52,64,81.3,10,17,58.8,1,0.7,0.7,+0.3,10,9,8,2,14,Matches,68c720b5
26,Stuart Armstrong,sct SCO,MF,Southampton,30-222,1992,7.0,237,296,80.1,3812,1125,129,149,86.6,79,97,81.4,20,29,69.0,0,1.5,2.0,-1.5,10,19,19,5,33,Matches,97333cf5
27,Kepa Arrizabalaga,es ESP,GK,Chelsea,28-035,1994,5.5,156,200,78.0,3616,2343,58,58,100.0,53,53,100.0,44,88,50.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches,28d596a0
28,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,33-142,1989,3.4,42,58,72.4,543,115,29,37,78.4,11,14,78.6,1,2,50.0,0,0.3,0.1,-0.3,3,1,2,1,4,Matches,d5dd5f1f
29,Ludwig Augustinsson,se SWE,DF,Aston Villa,28-200,1994,0.5,10,19,52.6,195,68,3,5,60.0,4,7,57.1,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9fec8860
30,Serge Aurier,ci CIV,DF,Nott'ham Forest,29-318,1992,4.9,165,237,69.6,2668,1095,83,102,81.4,64,89,71.9,15,29,51.7,0,0.2,0.2,-0.2,3,10,4,4,11,Matches,5c2b4f07
31,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25-087,1997,5.7,73,94,77.7,842,121,51,59,86.4,15,21,71.4,1,2,50.0,0,0.7,0.2,-0.7,5,3,1,0,3,Matches,e5478b87
32,Jordan Ayew,gh GHA,MFFW,Crystal Palace,31-057,1991,9.4,217,272,79.8,2971,592,136,151,90.1,69,86,80.2,6,12,50.0,1,1.2,1.0,-0.2,14,8,4,2,13,Matches,da052c14
33,Luke Ayling,eng ENG,DF,Leeds United,31-074,1991,1.6,63,84,75.0,1187,523,29,32,90.6,26,31,83.9,8,15,53.3,1,0.1,0.2,+0.9,1,6,6,3,8,Matches,420d7c7d
34,César Azpilicueta,es ESP,DF,Chelsea,33-071,1989,7.0,395,492,80.3,5657,1998,236,256,92.2,145,180,80.6,7,39,17.9,0,0.7,0.7,-0.7,8,15,11,2,27,Matches,53cad200
35,Leon Bailey,jm JAM,MFFW,Aston Villa,25-090,1997,9.0,144,232,62.1,2245,566,76,102,74.5,44,67,65.7,13,34,38.2,2,2.0,2.2,0.0,12,6,9,6,9,Matches,3a233281
36,Stefan Bajcetic,es ESP,MF,Liverpool,18-016,2004,0.2,12,15,80.0,191,25,4,6,66.7,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches,32e8417f
37,Patrick Bamford,eng ENG,FWMF,Leeds United,29-063,1993,4.8,59,80,73.8,598,122,39,52,75.0,10,15,66.7,0,1,0.0,1,0.3,0.2,+0.7,4,4,3,0,4,Matches,93feac6e
38,Shandon Baptiste,gd GRN,MF,Brentford,24-213,1998,4.8,154,186,82.8,2498,701,85,96,88.5,54,62,87.1,10,16,62.5,0,0.7,0.5,-0.7,6,13,8,2,19,Matches,2886c9b5
39,Harvey Barnes,eng ENG,MF,Leicester City,24-333,1997,11.1,219,297,73.7,2757,859,138,167,82.6,57,85,67.1,7,15,46.7,0,0.5,0.7,-0.5,5,18,14,0,31,Matches,3ea50f67
40,Gavin Bazunu,ie IRL,GK,Southampton,20-260,2002,14.0,335,541,61.9,10766,8118,66,66,100.0,126,127,99.2,143,345,41.4,0,0.1,0.1,-0.1,1,31,1,0,1,Matches,c91441dc
41,Mads Bech Sørensen,dk DEN,DFMF,Brentford,23-304,1999,0.2,7,11,63.6,142,49,3,3,100.0,3,4,75.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,30db8574
42,Jan Bednarek,pl POL,DF,Southampton,26-209,1996,1.8,72,84,85.7,1384,468,26,27,96.3,39,42,92.9,7,14,50.0,0,0.1,0.1,-0.1,2,3,0,0,1,Matches,4115ce4e
43,Jan Bednarek,pl POL,DF,Aston Villa,26-209,1996,1.0,56,62,90.3,1200,392,13,14,92.9,32,34,94.1,10,12,83.3,0,0.0,0.0,0.0,0,3,0,0,3,Matches,4115ce4e
44,Donny van de Beek,nl NED,MF,Manchester Utd,25-203,1997,1.0,25,29,86.2,243,49,19,20,95.0,3,3,100.0,0,0,,0,0.0,0.1,0.0,1,0,2,0,3,Matches,50dc94ce
45,Asmir Begović,ba BIH,GK,Everton,35-140,1987,1.0,21,30,70.0,584,423,3,3,100.0,10,10,100.0,8,17,47.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7b4de647
46,Armel Bella Kotchap,de GER,DF,Southampton,20-331,2001,9.2,293,385,76.1,5794,1628,99,117,84.6,158,180,87.8,34,76,44.7,1,0.1,0.2,+0.9,2,17,2,0,14,Matches,a39d11bc
47,Saïd Benrahma,dz ALG,MFFW,West Ham,27-089,1995,7.3,198,248,79.8,2916,569,117,130,90.0,69,82,84.1,9,24,37.5,1,1.0,0.8,0.0,14,8,5,2,18,Matches,5a04fd92
48,Rodrigo Bentancur,uy URU,MF,Tottenham,25-135,1997,12.1,559,652,85.7,8762,2398,277,308,89.9,227,250,90.8,32,54,59.3,2,0.8,0.6,+1.2,9,42,6,4,38,Matches,3b8674e6
49,Owen Bevan,wls WAL,DF,Bournemouth,19-012,2003,0.1,2,3,66.7,38,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,87966294
50,Giulian Biancone,fr FRA,DF,Nott'ham Forest,22-221,2000,0.2,15,21,71.4,253,126,6,7,85.7,8,10,80.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches,de40e38c
51,Philip Billing,dk DEN,MFFW,Bournemouth,26-149,1996,11.6,269,356,75.6,3838,957,156,182,85.7,88,113,77.9,11,26,42.3,1,1.2,0.7,-0.2,9,16,4,1,13,Matches,d328a254
52,Yves Bissouma,ml MLI,MF,Tottenham,26-069,1996,6.5,353,390,90.5,5297,1238,191,200,95.5,145,156,92.9,11,18,61.1,0,0.2,0.2,-0.2,4,25,3,0,22,Matches,6c203af0
53,Willy Boly,ci CIV,DF,Nott'ham Forest,31-277,1991,0.7,19,27,70.4,371,156,4,5,80.0,10,13,76.9,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,a4ac4b8f
54,Sven Botman,nl NED,DF,Newcastle Utd,22-299,2000,10.8,442,523,84.5,9164,3525,139,161,86.3,241,270,89.3,58,79,73.4,0,0.9,0.9,-0.9,6,21,1,0,22,Matches,ccce7025
55,Jarrod Bowen,eng ENG,MFFW,West Ham,25-322,1996,13.9,222,342,64.9,3877,1175,112,137,81.8,75,98,76.5,29,67,43.3,0,1.6,1.6,-1.6,17,24,9,3,19,Matches,79c84d1c
56,Armando Broja,al ALB,FW,Chelsea,21-058,2001,2.5,23,42,54.8,293,48,16,27,59.3,5,11,45.5,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,97220da2
57,Bryan,es ESP,MF,Tottenham,21-269,2001,0.1,7,7,100.0,100,1,2,2,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7b5ab7f2
58,Emi Buendía,ar ARG,MFFW,Aston Villa,25-317,1996,7.3,274,343,79.9,4565,1318,131,150,87.3,95,121,78.5,32,38,84.2,0,0.8,0.6,-0.8,12,37,16,0,41,Matches,66b76d44
59,Hugo Bueno,es ESP,DF,Wolves,20-050,2002,4.0,132,153,86.3,1726,561,85,87,97.7,34,41,82.9,5,13,38.5,1,0.4,0.2,+0.6,6,4,3,2,5,Matches,bfc3b3a0
60,Dan Burn,eng ENG,DF,Newcastle Utd,30-182,1992,12.6,477,588,81.1,8566,3161,199,227,87.7,224,268,83.6,45,72,62.5,0,0.1,0.2,-0.1,4,31,1,1,21,Matches,b2d31e83
61,Cafú,pt POR,MF,Nott'ham Forest,29-254,1993,0.1,2,2,100.0,45,41,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,85322440
62,Moisés Caicedo,ec ECU,MF,Brighton,21-005,2001,12.8,612,703,87.1,9493,2617,333,367,90.7,215,247,87.0,45,52,86.5,0,0.8,0.9,-0.8,15,64,19,3,60,Matches,16264a81
63,Tom Cairney,sct SCO,MF,Fulham,31-291,1991,2.8,189,223,84.8,3157,758,96,104,92.3,68,79,86.1,18,29,62.1,0,0.4,0.4,-0.4,5,20,7,2,18,Matches,a8748947
64,Duje Ćaleta-Car,hr CRO,DF,Southampton,26-051,1996,4.8,199,233,85.4,3902,1296,60,64,93.8,114,121,94.2,24,42,57.1,0,0.0,0.1,0.0,1,5,0,0,9,Matches,94f8d10c
65,Dominic Calvert-Lewin,eng ENG,FW,Everton,25-236,1997,3.8,39,66,59.1,400,79,23,37,62.2,7,14,50.0,1,3,33.3,0,0.2,0.1,-0.2,1,1,0,0,2,Matches,59e6e5bf
66,Chem Campbell,wls WAL,MFFW,Wolves,19-312,2002,0.8,23,32,71.9,344,64,10,11,90.9,13,14,92.9,0,5,0.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches,6f711f67
67,João Cancelo,pt POR,DF,Manchester City,28-164,1994,11.5,857,996,86.0,13958,3647,478,508,94.1,296,346,85.5,72,103,69.9,1,0.8,1.0,+0.2,10,70,25,7,59,Matches,bd6351cd
68,Sergi Canós,es ESP,FWDF,Brentford,25-278,1997,0.8,22,38,57.9,261,76,13,16,81.3,4,14,28.6,1,2,50.0,0,0.0,0.0,0.0,1,2,1,0,2,Matches,1137759d
69,Diego Carlos,br BRA,DF,Aston Villa,29-237,1993,2.0,101,128,78.9,2087,802,30,36,83.3,57,66,86.4,14,24,58.3,0,0.0,0.0,0.0,0,8,0,0,10,Matches,b4a014b1
70,Fabio Carvalho,pt POR,MFFW,Liverpool,20-069,2002,3.7,107,130,82.3,1434,252,65,76,85.5,28,33,84.8,5,6,83.3,0,0.1,0.2,-0.1,1,6,2,0,4,Matches,966e28d0
71,Casemiro,br BRA,MF,Manchester Utd,30-257,1992,6.9,349,439,79.5,6265,2170,155,178,87.1,143,176,81.3,41,64,64.1,1,0.8,1.1,+0.2,7,42,5,2,35,Matches,4d224fe8
72,Matty Cash,pl POL,DF,Aston Villa,25-092,1997,10.4,387,513,75.4,6742,2434,182,203,89.7,172,211,81.5,27,71,38.0,0,0.4,0.6,-0.4,6,29,10,6,27,Matches,2389cdc2
73,Timothy Castagne,be BEL,DF,Leicester City,26-337,1995,12.2,528,661,79.9,7294,2231,342,388,88.1,146,182,80.2,21,48,43.8,2,1.1,1.3,+0.9,10,28,11,5,28,Matches,197640fd
74,Jonny Castro,es ESP,DF,Wolves,28-249,1994,10.9,580,683,84.9,9293,3067,316,339,93.2,215,249,86.3,39,56,69.6,0,0.3,0.4,-0.3,2,52,7,1,37,Matches,e28868f3
75,Julio César Enciso,py PAR,MF,Brighton,18-288,2004,0.3,2,4,50.0,19,3,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9cfbad36
76,Nathaniel Chalobah,eng ENG,MF,Fulham,27-330,1994,0.1,2,3,66.7,49,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,422862ea
77,Trevoh Chalobah,eng ENG,DF,Chelsea,23-125,1999,7.0,375,416,90.1,7187,2118,118,132,89.4,221,232,95.3,33,45,73.3,0,0.0,0.1,0.0,0,16,1,0,8,Matches,5515376c
78,Calum Chambers,eng ENG,DF,Aston Villa,27-291,1995,1.1,65,76,85.5,1168,517,30,31,96.8,31,35,88.6,4,7,57.1,0,0.0,0.0,0.0,0,3,0,0,2,Matches,dc6f5bdd
79,Ben Chilwell,eng ENG,DFMF,Chelsea,25-321,1996,4.7,238,307,77.5,3324,847,156,171,91.2,65,83,78.3,11,34,32.4,1,0.1,0.2,+0.9,1,10,1,1,8,Matches,d2424d1b
80,Ryan Christie,sct SCO,MF,Bournemouth,27-258,1995,7.9,186,223,83.4,2984,656,93,109,85.3,70,76,92.1,14,22,63.6,0,0.3,0.6,-0.3,7,16,7,0,21,Matches,26ce2263
81,Carney Chukwuemeka,eng ENG,MF,Chelsea,19-018,2003,0.5,17,21,81.0,244,56,11,14,78.6,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,1,4,0,0,1,Matches,b2f9c73e
82,Bobby Clark,eng ENG,MF,Liverpool,17-273,2005,0.1,1,1,100.0,29,17,0,0,,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,1,0,1,Matches,73341ace
83,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31-216,1991,5.6,224,277,80.9,3322,1323,127,142,89.4,91,109,83.5,5,21,23.8,0,0.3,0.1,-0.3,4,16,0,0,5,Matches,0442183b
84,Conor Coady,eng ENG,DF,Everton,29-255,1993,12.9,537,637,84.3,11597,4245,147,157,93.6,299,320,93.4,89,154,57.8,1,0.3,0.3,+0.7,3,31,2,1,16,Matches,2928dca2
85,Jack Colback,eng ENG,MF,Nott'ham Forest,33-014,1989,1.4,35,39,89.7,639,174,12,14,85.7,20,21,95.2,2,3,66.7,0,0.2,0.1,-0.2,1,5,1,1,2,Matches,963a9201
86,Séamus Coleman,ie IRL,DF,Everton,34-027,1988,6.0,196,237,82.7,3225,1179,93,107,86.9,86,97,88.7,14,22,63.6,0,0.2,0.3,-0.2,1,5,3,2,11,Matches,0420d84f
87,Nathan Collins,ie IRL,DF,Wolves,21-191,2001,10.4,530,592,89.5,11191,4038,136,148,91.9,313,334,93.7,75,102,73.5,0,0.1,0.2,-0.1,2,48,2,0,30,Matches,a8c19eb8
88,Levi Colwill,eng ENG,DFMF,Brighton,19-254,2003,0.1,6,11,54.5,83,53,4,5,80.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,700783e7
89,Lewis Cook,eng ENG,MF,Bournemouth,25-277,1997,12.3,375,478,78.5,6303,1877,181,205,88.3,149,175,85.1,33,61,54.1,1,1.2,1.2,-0.2,15,34,8,5,35,Matches,2afc7272
90,Steve Cook,eng ENG,DF,Nott'ham Forest,31-202,1991,10.6,369,459,80.4,7884,2511,80,99,80.8,234,261,89.7,51,91,56.0,0,0.6,0.6,-0.6,3,18,2,1,12,Matches,3e5e4e63
91,Liam Cooper,sct SCO,DF,Leeds United,31-069,1991,6.5,255,330,77.3,4801,2029,90,104,86.5,142,169,84.0,20,46,43.5,0,0.4,0.1,-0.4,3,16,0,0,12,Matches,dc64b8b3
92,Maxwel Cornet,ci CIV,MFFW,West Ham,26-041,1996,1.0,20,30,66.7,266,46,13,18,72.2,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,beb391dd
93,Diego Costa,es ESP,FW,Wolves,34-031,1988,4.6,34,48,70.8,428,78,18,19,94.7,10,14,71.4,1,1,100.0,0,0.2,0.2,-0.2,2,3,0,0,1,Matches,a190d597
94,Vladimír Coufal,cz CZE,DFMF,West Ham,30-077,1992,7.6,247,394,62.7,4378,2254,113,128,88.3,101,159,63.5,27,69,39.1,0,0.6,0.4,-0.6,8,16,6,4,20,Matches,fdf3cb77
95,Philippe Coutinho,br BRA,MFFW,Aston Villa,30-148,1992,6.3,222,286,77.6,3081,671,140,157,89.2,65,85,76.5,10,25,40.0,0,0.3,0.3,-0.3,6,22,5,2,15,Matches,0ef89a37
96,Conor Coventry,ie IRL,MFFW,West Ham,22-227,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,a5ca9127
97,Aaron Cresswell,eng ENG,DF,West Ham,32-327,1989,12.8,613,781,78.5,10170,4691,336,364,92.3,218,270,80.7,54,111,48.6,0,2.2,1.8,-2.2,26,53,18,8,52,Matches,4f974391
98,Marc Cucurella,es ESP,DF,Chelsea,24-108,1998,9.2,520,627,82.9,8235,2635,271,293,92.5,195,222,87.8,35,66,53.0,2,0.3,0.4,+1.7,6,39,7,6,24,Matches,1daec722
99,Patson Daka,zm ZAM,FW,Leicester City,24-029,1998,6.4,84,130,64.6,1025,235,52,72,72.2,24,36,66.7,1,3,33.3,1,1.6,1.1,-0.6,8,5,5,1,8,Matches,ca45605e
100,Diogo Dalot,pt POR,DF,Manchester Utd,23-234,1999,12.9,571,743,76.9,10230,3385,250,286,87.4,246,301,81.7,63,114,55.3,1,1.3,1.0,-0.3,20,48,20,11,30,Matches,d9565625
101,Mikkel Damsgaard,dk DEN,MFFW,Brentford,22-127,2000,3.0,84,121,69.4,1173,503,46,51,90.2,27,41,65.9,5,11,45.5,0,0.4,0.5,-0.4,4,11,5,0,13,Matches,215f3907
102,Josh Dasilva,eng ENG,MF,Brentford,24-015,1998,7.6,263,325,80.9,4355,1014,127,143,88.8,114,129,88.4,17,35,48.6,0,0.2,0.6,-0.2,3,20,9,1,18,Matches,60344e4f
103,Ben Davies,wls WAL,DF,Tottenham,29-197,1993,10.1,502,592,84.8,8541,3009,228,248,91.9,217,239,90.8,43,72,59.7,1,0.8,0.4,+0.2,9,42,3,2,37,Matches,44781702
104,Tom Davies,eng ENG,MF,Everton,24-130,1998,3.3,83,113,73.5,1401,431,44,56,78.6,28,36,77.8,8,13,61.5,0,0.1,0.0,-0.1,1,13,0,0,14,Matches,9228b07c
105,Craig Dawson,eng ENG,DF,West Ham,32-185,1990,4.0,115,143,80.4,2583,1035,32,38,84.2,62,66,93.9,20,37,54.1,0,0.1,0.1,-0.1,1,8,0,0,5,Matches,3e9e06cb
106,Kevin De Bruyne,be BEL,MF,Manchester City,31-132,1991,11.6,486,665,73.1,9192,2676,220,255,86.3,186,249,74.7,74,125,59.2,9,5.9,6.3,+3.1,43,51,44,12,72,Matches,e46012d4
107,Siriki Dembélé,ci CIV,FW,Bournemouth,26-061,1996,0.1,2,2,100.0,19,6,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,11f54bd5
108,Leander Dendoncker,be BEL,MF,Aston Villa,27-206,1995,3.2,96,111,86.5,1454,247,50,54,92.6,37,41,90.2,4,7,57.1,0,0.3,0.0,-0.3,2,6,0,0,3,Matches,5a7301ae
109,Leander Dendoncker,be BEL,MF,Wolves,27-206,1995,2.4,86,99,86.9,1466,282,45,50,90.0,32,32,100.0,8,8,100.0,0,0.0,0.0,0.0,2,4,1,1,4,Matches,5a7301ae
110,Emmanuel Dennis,ng NGA,FW,Nott'ham Forest,24-357,1997,3.8,66,91,72.5,1021,206,38,44,86.4,18,25,72.0,6,8,75.0,1,0.3,0.3,+0.7,4,3,2,1,5,Matches,2c44a35d
111,Halil Dervişoğlu,tr TUR,MF,Brentford,22-334,1999,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9d8cf204
112,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,24-062,1998,11.9,427,571,74.8,6993,1755,218,260,83.8,155,198,78.3,39,77,50.6,2,2.0,1.0,0.0,21,62,13,1,41,Matches,5c74c0f5
113,Ibrahima Diallo,fr FRA,MF,Southampton,23-244,1999,5.0,153,193,79.3,2239,446,90,98,91.8,53,69,76.8,6,16,37.5,0,0.0,0.1,0.0,1,12,0,0,7,Matches,11ff3d56
114,Rúben Dias,pt POR,DF,Manchester City,25-177,1997,9.7,830,900,92.2,14982,5430,295,313,94.2,479,506,94.7,48,64,75.0,0,0.1,0.1,-0.1,2,51,0,0,34,Matches,31c69ef1
115,Luis Díaz,co COL,FWMF,Liverpool,25-298,1997,6.8,203,256,79.3,3051,597,124,150,82.7,63,75,84.0,12,14,85.7,2,1.0,0.8,+1.0,6,18,5,1,15,Matches,4a1a9578
116,Eric Dier,eng ENG,DF,Tottenham,28-296,1994,13.3,815,939,86.8,16175,6374,290,313,92.7,403,430,93.7,105,161,65.2,0,0.7,0.3,-0.7,4,38,4,2,34,Matches,ac861941
117,Lucas Digne,fr FRA,DF,Aston Villa,29-110,1993,8.1,376,490,76.7,6023,2253,205,227,90.3,132,181,72.9,32,58,55.2,0,0.5,0.5,-0.5,6,20,8,6,24,Matches,1b84dbe1
118,Issa Diop,fr FRA,DF,Fulham,25-302,1997,5.6,343,386,88.9,7157,2263,90,104,86.5,215,228,94.3,37,51,72.5,0,0.0,0.1,0.0,0,27,1,0,20,Matches,a712ca2b
119,Moussa Djenepo,ml MLI,DFMF,Southampton,24-145,1998,5.8,149,203,73.4,2179,637,88,100,88.0,49,69,71.0,7,17,41.2,1,0.2,0.2,+0.8,4,10,4,2,8,Matches,254147d4
120,Matt Doherty,ie IRL,DF,Tottenham,30-295,1992,3.5,149,184,81.0,2248,520,83,89,93.3,52,61,85.2,8,19,42.1,0,0.1,0.0,-0.1,2,5,1,0,4,Matches,d557d734
121,Gabriel Dos Santos,br BRA,DF,Arsenal,24-323,1997,13.0,729,814,89.6,13727,5018,277,293,94.5,395,422,93.6,55,86,64.0,0,0.2,0.2,-0.2,1,57,2,0,33,Matches,67ac5bb8
122,Abdoulaye Doucouré,ml MLI,MF,Everton,29-310,1993,1.9,67,84,79.8,875,204,35,45,77.8,25,30,83.3,1,2,50.0,0,0.0,0.1,0.0,0,3,0,0,0,Matches,02b29014
123,Cheick Doucouré,ml MLI,MF,Crystal Palace,22-303,2000,9.8,369,428,86.2,6240,1802,182,200,91.0,144,162,88.9,34,41,82.9,1,0.9,0.4,+0.1,9,36,2,0,34,Matches,ce4f40c7
124,Flynn Downes,eng ENG,MF,West Ham,23-291,1999,2.9,87,102,85.3,1085,181,63,65,96.9,17,22,77.3,3,6,50.0,0,0.0,0.0,0.0,1,5,1,0,4,Matches,69fdb896
125,Cody Drameh,eng ENG,DF,Leeds United,20-334,2001,0.8,30,38,78.9,457,153,17,21,81.0,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches,e0d1510a
126,Shane Duffy,ie IRL,FWDF,Fulham,30-310,1992,0.1,2,4,50.0,20,9,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7314bba4
127,Lewis Dunk,eng ENG,DF,Brighton,30-351,1991,13.0,792,890,89.0,16085,6003,251,265,94.7,405,426,95.1,121,176,68.8,0,0.1,0.2,-0.1,1,33,2,0,24,Matches,282f75f3
