
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
421,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-002,1998,4.6,236,285,82.8,4182,1456,96,109,88.1,115,135,85.2,21,32,65.6,0,0.1,0.1,-0.1,2,31,5,2,24,Matches,b3af9be1
422,James Tomkins,eng ENG,DF,Crystal Palace,33-223,1989,0.5,19,25,76.0,381,86,3,5,60.0,15,16,93.8,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,e7ca0439
423,Ivan Toney,eng ENG,FW,Brentford,26-236,1996,13.0,188,298,63.1,2426,779,117,164,71.3,45,74,60.8,9,14,64.3,2,2.0,1.1,0.0,14,17,11,3,20,Matches,e09f279b
424,Adama Traoré,es ESP,MFFW,Wolves,26-286,1996,5.9,121,188,64.4,1818,441,74,102,72.5,31,46,67.4,10,20,50.0,0,0.8,0.8,-0.8,8,7,9,7,14,Matches,9a28eba4
425,Boubacar Traoré,ml MLI,MF,Wolves,21-079,2001,3.3,77,100,77.0,1280,396,34,41,82.9,39,44,88.6,3,8,37.5,1,0.2,0.0,+0.8,1,12,1,0,4,Matches,999ceb5f
426,Mark Travers,ie IRL,GK,Bournemouth,23-173,1999,6.5,147,199,73.9,4692,3429,38,38,100.0,55,56,98.2,53,104,51.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches,fe558029
427,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-049,1990,13.7,699,950,73.6,13331,5884,306,346,88.4,271,340,79.7,110,216,50.9,3,3.5,4.3,-0.5,32,61,40,13,66,Matches,21512407
428,Leandro Trossard,be BEL,MFDF,Brighton,27-338,1994,12.0,313,440,71.1,5182,1701,162,194,83.5,105,152,69.1,34,54,63.0,2,1.8,1.7,+0.2,19,38,21,6,43,Matches,38ceb24a
429,Kostas Tsimikas,gr GRE,DF,Liverpool,26-179,1996,4.0,221,290,76.2,3756,889,103,120,85.8,89,104,85.6,22,49,44.9,3,0.6,0.5,+2.4,7,9,4,3,8,Matches,f315ca93
430,Deniz Undav,de GER,FWMF,Brighton,26-111,1996,0.8,20,22,90.9,221,45,15,16,93.8,2,2,100.0,1,1,100.0,0,0.2,0.2,-0.2,3,1,0,0,0,Matches,dd549382
431,Yan Valery,tn TUN,DF,Southampton,23-258,1999,0.5,15,23,65.2,213,39,9,10,90.0,4,6,66.7,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,531a4aa8
432,Virgil van Dijk,nl NED,DF,Liverpool,31-122,1991,13.0,939,1060,88.6,18740,6575,309,336,92.0,522,561,93.0,100,144,69.4,0,0.0,0.4,0.0,1,82,1,0,45,Matches,e06683ca
433,Raphaël Varane,fr FRA,DF,Manchester Utd,29-196,1993,7.6,269,322,83.5,5106,1609,96,106,90.6,152,170,89.4,19,40,47.5,0,0.1,0.1,-0.1,3,20,0,0,10,Matches,9f8e9423
434,Jamie Vardy,eng ENG,FW,Leicester City,35-300,1987,8.1,61,105,58.1,752,119,32,46,69.6,18,30,60.0,1,4,25.0,4,0.4,0.1,+3.6,6,2,2,0,3,Matches,45963054
435,Joël Veltman,nl NED,DF,Brighton,30-296,1992,10.2,497,620,80.2,8981,3263,192,218,88.1,259,299,86.6,39,79,49.4,0,0.2,0.6,-0.2,2,65,5,3,26,Matches,dad4b285
436,Fabio Vieira,pt POR,MF,Arsenal,22-161,2000,1.9,75,96,78.1,1130,275,47,52,90.4,25,31,80.6,2,8,25.0,0,0.2,0.2,-0.2,3,8,2,1,5,Matches,6412cc03
437,Rúben Vinagre,pt POR,DFMF,Everton,23-212,1999,0.3,15,24,62.5,223,26,7,10,70.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches,b937e490
438,Carlos Vinícius,br BRA,FW,Fulham,27-227,1995,2.6,27,45,60.0,327,100,17,23,73.9,7,11,63.6,1,2,50.0,0,0.3,0.3,-0.3,2,1,1,0,4,Matches,8b529245
439,Theo Walcott,eng ENG,FWMF,Southampton,33-236,1989,0.9,8,13,61.5,103,15,5,6,83.3,3,7,42.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,1ecb65be
440,Kyle Walker,eng ENG,DF,Manchester City,32-163,1990,6.2,545,608,89.6,9624,2775,245,260,94.2,233,252,92.5,59,81,72.8,0,0.1,0.2,-0.1,3,74,1,0,40,Matches,86dd77d1
441,Kyle Walker-Peters,eng ENG,DF,Southampton,25-208,1997,10.6,338,471,71.8,5008,2108,196,219,89.5,111,164,67.7,19,46,41.3,0,0.7,1.1,-0.7,7,21,9,4,24,Matches,984a5a64
442,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24-346,1997,0.1,1,2,50.0,12,12,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9e525177
443,Danny Ward,wls WAL,GK,Leicester City,29-138,1993,14.0,393,525,74.9,9096,5527,103,103,100.0,212,213,99.5,78,202,38.6,0,0.0,0.0,0.0,0,6,0,0,0,Matches,d3ce0e89
444,Joel Ward,eng ENG,DF,Crystal Palace,33-009,1989,11.0,377,505,74.7,6189,2787,187,213,87.8,154,193,79.8,25,74,33.8,0,0.1,0.1,-0.1,2,23,2,0,20,Matches,8a7ff278
445,James Ward-Prowse,eng ENG,MF,Southampton,28-006,1994,14.0,619,825,75.0,10555,3117,293,330,88.8,242,306,79.1,60,139,43.2,1,2.5,1.9,-1.5,29,70,13,6,42,Matches,3515d404
446,Ollie Watkins,eng ENG,FWMF,Aston Villa,26-312,1995,13.0,199,280,71.1,2510,469,129,169,76.3,47,64,73.4,8,11,72.7,3,1.9,1.6,+1.1,11,17,6,1,13,Matches,aed3a70f
447,Adam Webster,eng ENG,DF,Brighton,27-307,1995,13.0,770,894,86.1,14548,5331,292,318,91.8,391,440,88.9,80,117,68.4,0,0.0,0.3,0.0,2,73,4,1,45,Matches,c40b6180
448,Danny Welbeck,eng ENG,FW,Brighton,31-346,1990,10.4,149,182,81.9,1757,292,91,108,84.3,42,47,89.4,2,5,40.0,2,1.8,1.1,+0.2,13,12,5,0,11,Matches,ce5143da
449,Ben White,eng ENG,DF,Arsenal,25-030,1997,11.8,626,754,83.0,10693,3859,295,325,90.8,287,325,88.3,39,81,48.1,2,1.0,1.2,+1.0,9,75,14,3,54,Matches,35e413f1
450,Neco Williams,wls WAL,DF,Nott'ham Forest,21-208,2001,11.9,360,549,65.6,6448,2195,163,199,81.9,139,193,72.0,46,122,37.7,0,1.2,1.0,-1.2,11,17,11,8,21,Matches,dd323728
451,Willian,br BRA,MF,Fulham,34-090,1988,5.3,177,213,83.1,2979,630,88,97,90.7,62,72,86.1,19,29,65.5,1,1.1,0.5,-0.1,14,9,9,0,16,Matches,8b9ebd03
452,Joe Willock,eng ENG,MF,Newcastle Utd,23-079,1999,11.4,334,413,80.9,5304,1346,171,194,88.1,125,148,84.5,24,36,66.7,2,3.1,2.0,-1.1,15,35,9,5,28,Matches,a3b03921
453,Callum Wilson,eng ENG,FW,Newcastle Utd,30-253,1992,8.6,71,102,69.6,892,170,49,64,76.6,16,20,80.0,2,5,40.0,2,0.6,0.6,+1.4,10,7,3,0,7,Matches,c596fcb0
454,Harry Wilson,wls WAL,MF,Fulham,25-230,1997,2.3,60,80,75.0,901,113,30,35,85.7,26,32,81.3,2,7,28.6,0,0.1,0.0,-0.1,1,4,0,0,4,Matches,c6dc9ecd
455,Yoane Wissa,cd COD,FW,Brentford,26-065,1996,6.9,93,131,71.0,1193,256,63,73,86.3,19,26,73.1,3,10,30.0,1,1.0,0.1,0.0,4,11,3,0,7,Matches,2500cef9
456,Chris Wood,nz NZL,FW,Newcastle Utd,30-335,1991,2.2,30,53,56.6,361,100,19,35,54.3,9,14,64.3,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,1,Matches,4e9a0555
457,Joe Worrall,eng ENG,DF,Nott'ham Forest,25-301,1997,7.0,331,403,82.1,6735,2353,99,114,86.8,189,213,88.7,43,71,60.6,0,0.5,0.3,-0.5,2,36,0,0,17,Matches,a5212312
458,Granit Xhaka,ch SUI,MF,Arsenal,30-041,1992,12.8,539,645,83.6,8790,2455,264,303,87.1,214,241,88.8,47,61,77.0,3,1.8,1.5,+1.2,20,66,10,1,47,Matches,e61b8aee
459,Ryan Yates,eng ENG,MF,Nott'ham Forest,24-351,1997,10.5,272,332,81.9,4601,987,115,133,86.5,128,146,87.7,21,32,65.6,1,0.6,0.2,+0.4,3,16,1,0,18,Matches,c1fe2a48
460,Ashley Young,eng ENG,DF,Aston Villa,37-121,1985,7.9,297,400,74.3,5302,2306,143,167,85.6,120,151,79.5,29,60,48.3,0,0.7,0.4,-0.7,9,23,9,3,27,Matches,be927d03
461,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,29-362,1992,11.7,251,318,78.9,3374,712,163,187,87.2,72,83,86.7,6,15,40.0,2,1.5,1.5,+0.5,13,10,17,1,23,Matches,b2bc3b1f
462,Jordan Zemura,zw ZIM,DF,Bournemouth,22-358,1999,7.8,201,291,69.1,2964,1564,114,136,83.8,68,92,73.9,10,28,35.7,1,0.7,0.7,+0.3,9,18,5,1,16,Matches,e8271ad9
463,Oleksandr Zinchenko,ua UKR,DF,Arsenal,25-327,1996,5.2,300,344,87.2,4710,1365,155,163,95.1,127,152,83.6,10,17,58.8,1,0.3,0.6,+0.7,2,29,6,2,22,Matches,51cf8561
464,Hakim Ziyech,ma MAR,MF,Chelsea,29-233,1993,1.5,47,72,65.3,864,222,26,29,89.7,14,26,53.8,7,12,58.3,0,0.1,0.1,-0.1,3,5,2,0,3,Matches,6622454d
465,Kurt Zouma,fr FRA,DF,West Ham,28-011,1994,13.0,490,568,86.3,9624,3087,162,175,92.6,262,285,91.9,59,92,64.1,0,0.0,0.1,0.0,0,9,2,0,13,Matches,ce4246f5
466,Martin Ødegaard,no NOR,MF,Arsenal,23-325,1998,10.9,417,537,77.7,6256,1944,227,265,85.7,135,174,77.6,31,51,60.8,2,2.6,2.9,-0.6,25,37,25,1,52,Matches,79300479
